,Region,Pack_Size,Commodity,Organic_new1,Low_Price,High_Price,HEB_Price_Gallon,year,month,day,Store_Demand_Rand_NORMDIST
13281,5,8,2,1,3.29,3.99,3.63,0,8,20,8.422490288977396
4030,3,5,1,0,1.99,2.99,2.02,3,4,0,8.591678427014942
5460,6,1,1,0,2.97,3.99,3.56,0,4,17,8.39958720292859
6721,2,5,1,0,1.49,3.99,3.77,0,10,1,8.618122724510085
8609,4,3,1,0,4.99,4.99,4.99,4,11,15,8.492945385235902
10456,5,8,2,0,1.99,1.99,1.99,2,4,1,8.469520517132537
9191,3,6,1,0,1.88,1.88,1.88,5,3,27,8.632701268513784
12072,6,8,2,1,2.79,4.39,2.95,2,10,27,8.497474612318436
11091,5,8,2,1,2.99,2.99,2.99,3,4,21,8.504656649134816
3776,5,0,0,0,3.5,3.5,3.5,3,2,12,8.256383176733985
9478,1,5,1,0,1.79,3.0,2.45,5,6,6,8.717898589842175
4035,2,1,1,0,3.99,3.99,3.99,3,4,0,8.200763518624786
1224,1,6,1,0,1.66,3.0,2.68,3,2,26,8.69481848712394
4181,2,6,1,0,1.88,3.49,2.71,3,4,21,8.724473161827976
2496,4,5,1,0,1.49,2.99,1.88,3,11,3,8.813591073808045
2093,2,2,1,0,3.99,3.99,3.99,3,8,10,8.392213111081121
13135,3,4,2,1,1.0,1.0,1.0,0,5,0,8.094392582601605
11490,5,8,2,1,4.47,4.47,4.47,3,9,15,8.56227128356501
8884,4,3,1,0,5.0,5.0,5.0,5,1,23,8.517956764620756
9345,6,5,1,0,1.87,3.0,2.69,5,5,8,8.612788773659997
4562,6,2,1,0,5.49,5.49,5.49,3,7,6,8.51933599777199
11068,2,8,2,1,4.29,4.29,4.29,3,4,14,8.629946208908303
199,1,6,1,0,1.66,2.5,2.44,2,3,3,8.536902793343579
1647,4,2,1,0,2.99,3.99,3.4,3,5,11,8.592238340631823
2285,2,5,1,0,1.49,2.79,1.98,3,9,22,8.733558449113639
15062,5,8,2,0,1.5,1.5,1.5,5,2,16,8.583669611233068
12179,1,8,2,0,1.0,2.09,1.77,3,1,19,8.327536013907945
7654,6,2,1,1,5.0,5.0,5.0,4,5,2,8.594155750730254
14879,4,7,2,1,4.99,4.99,4.99,4,11,8,8.344270400910355
12801,2,8,2,0,2.99,2.99,2.99,3,9,1,8.408150218257784
525,2,6,1,0,1.88,3.0,2.09,2,7,21,8.6599720699575
11758,4,7,2,0,3.89,3.89,3.89,2,2,20,8.564611924399047
13664,2,4,2,1,1.5,1.5,1.5,1,7,22,7.9932335657702716
6143,6,6,1,0,1.67,2.5,1.94,1,4,2,8.81462851603082
10513,4,7,2,0,1.99,2.5,2.2,2,5,26,8.51628404759023
11593,6,8,2,1,2.99,4.49,3.28,3,10,26,8.325918518200478
121,2,0,0,0,1.99,3.99,3.51,2,2,6,8.199246115848622
4607,2,0,0,0,2.49,3.99,2.61,3,7,20,8.02654802309219
831,4,0,0,0,2.5,3.99,2.9,2,11,25,7.896092816703802
7842,1,6,1,0,1.88,2.5,2.49,4,6,7,8.599895173921071
2131,6,2,1,0,2.88,5.18,4.69,3,8,17,8.46629010667529
10571,3,7,2,0,2.49,3.69,3.0,2,7,7,8.677857462736933
6584,3,0,0,0,2.5,2.99,2.85,1,11,12,7.995128563955495
14145,1,8,2,1,4.15,4.15,4.16,4,2,24,8.596395399196899
8969,4,5,1,1,3.0,3.5,3.02,5,2,9,8.601645899107362
14082,2,7,2,0,3.49,3.49,3.49,4,2,3,8.770724380306174
15613,4,8,2,1,2.99,3.99,3.85,5,8,28,8.579275845322606
15416,2,8,2,0,2.0,2.5,2.48,5,6,27,8.536979820856539
263,4,6,1,0,1.99,2.99,2.41,2,4,1,8.626233764044997
10741,2,7,2,1,5.99,5.99,5.99,2,11,25,8.465270046896315
8446,1,0,0,1,4.49,5.49,4.7,4,10,10,8.299943767711568
3611,4,3,1,0,7.49,7.49,7.49,3,1,5,8.346104246742016
10140,1,5,1,1,3.49,3.49,3.49,5,10,9,8.640415004477722
1948,6,3,1,0,5.99,7.99,6.24,3,7,13,8.449892310095013
8050,4,5,1,0,0.77,3.33,1.48,4,7,18,8.671763654928142
9703,6,3,1,0,5.99,8.99,7.95,5,7,17,8.409335538354577
13871,6,8,2,0,0.99,0.99,0.99,0,10,1,8.51499629126183
12015,4,7,2,0,2.79,2.79,2.79,2,9,16,8.512665550044701
4686,4,1,1,0,2.99,2.99,2.99,3,8,3,8.123016962889983
9290,4,6,1,0,1.48,3.0,2.01,5,4,18,8.727384357630333
9628,3,3,1,0,5.99,5.99,5.99,5,7,10,8.403878351538298
9330,1,5,1,1,3.49,3.49,3.49,5,5,1,8.66020838561096
5994,1,1,1,0,4.49,4.99,4.63,1,2,7,8.032211506433965
8854,4,6,1,0,1.98,3.49,3.21,5,1,9,8.607430900431602
10929,1,7,2,0,1.99,2.99,2.09,3,3,2,8.663910810403449
8797,4,5,1,0,1.5,3.49,3.0,5,1,2,8.821084030974644
11367,4,4,2,1,1.0,1.0,1.0,3,7,27,8.177606613650173
7142,3,0,0,1,5.59,5.59,5.59,4,2,3,8.059500540633667
15210,2,8,2,1,3.99,5.99,5.69,5,4,4,8.433265279492426
13109,4,8,2,0,1.0,1.25,1.24,0,4,17,8.519511522445411
12473,2,7,2,1,6.99,6.99,6.99,3,4,28,8.4073518511435
15223,0,7,2,0,3.79,3.79,0.0,5,4,11,8.45887695748541
2577,2,1,1,0,1.99,3.99,2.17,3,11,17,7.991825110493456
11512,6,8,2,1,4.49,4.99,4.72,3,9,22,8.350712385162542
12250,1,8,2,0,1.67,1.99,1.94,3,2,19,8.460917295253914
15035,3,8,2,1,2.99,3.49,3.3,5,2,2,8.44296691721557
9097,5,2,1,0,3.99,3.99,3.99,5,3,6,8.692165026643837
15760,1,8,2,1,2.95,3.29,3.28,5,11,0,8.539468239695953
10099,4,0,0,1,4.99,4.99,4.99,5,10,2,8.038750292666764
10694,5,7,2,0,2.99,2.99,2.99,2,10,13,8.512581725074092
10801,6,7,2,0,1.99,4.99,2.19,3,1,5,8.684923772067012
9164,2,0,0,1,4.99,5.49,5.12,5,3,20,8.191183483604354
15625,2,7,2,0,3.33,3.33,3.33,5,9,5,8.618918162136687
9702,5,3,1,0,5.99,5.99,5.99,5,7,17,8.574700606727923
13053,4,7,2,0,1.97,2.17,2.0,0,3,5,8.743423142243119
9773,1,6,1,0,1.67,2.5,1.97,5,8,0,8.782842218036555
1528,6,0,0,0,3.49,3.49,3.49,3,4,21,8.011401038622505
4292,3,6,1,1,3.99,3.99,3.99,3,5,11,8.615254995529654
15289,2,7,2,0,2.99,3.99,3.83,5,5,8,8.721798873122822
579,6,0,0,0,3.29,3.99,3.54,2,8,18,7.921944220509903
9051,2,6,1,0,1.48,2.5,2.22,5,2,30,8.720039216229768
1882,3,6,1,0,1.99,3.0,2.81,3,6,30,8.68659672086982
7002,1,5,1,0,0.99,2.5,1.97,4,1,4,8.672153532704618
12945,1,7,2,0,2.5,2.77,2.51,3,10,26,8.65535943646659
9829,3,5,1,0,2.0,2.5,2.14,5,8,14,8.604928646226483
10795,6,8,2,0,2.5,2.99,2.62,3,1,5,8.376430774009147
12413,2,8,2,0,1.89,1.89,1.89,3,4,14,8.304649500958734
1985,6,3,1,0,5.99,5.99,5.99,3,7,20,8.463974919803563
14216,2,8,2,0,2.28,2.28,2.28,4,3,7,8.331049768857602
13064,4,8,2,0,1.0,1.0,1.0,0,3,19,8.180871620760245
15298,4,8,2,1,2.99,4.49,3.28,5,5,8,8.42988717756597
7374,6,5,1,0,1.88,3.0,1.97,4,3,7,8.691765443012857
13272,2,7,2,0,1.77,3.33,3.32,0,8,20,8.655998338290065
7705,2,5,1,0,1.49,2.5,1.98,4,5,16,8.65367489082152
14090,3,8,2,1,2.99,4.49,3.33,4,2,3,8.394548131003383
3384,1,2,1,0,3.79,3.99,3.91,2,10,13,8.505808231079293
12605,6,7,2,1,6.98,6.98,6.98,3,6,16,8.399085951774747
350,2,1,1,0,3.99,3.99,3.99,2,5,12,7.994908762777965
4782,6,0,0,0,3.69,3.69,3.69,3,8,24,8.076354951217866
9217,3,1,1,0,2.99,4.99,3.32,5,4,4,8.168800056942374
352,4,1,1,0,3.99,3.99,3.99,2,5,12,8.03780033935314
12201,2,7,2,0,3.49,3.99,3.64,3,1,26,8.395332265413133
7920,6,6,1,0,1.99,2.99,2.68,4,6,21,8.664037467040057
4938,1,6,1,0,1.5,2.5,1.95,3,9,22,8.438346413844407
12999,2,8,2,1,3.89,3.89,3.89,3,11,17,8.534715723419817
15698,5,7,2,0,2.49,2.49,2.5,5,10,2,8.693493927632979
4581,3,1,1,0,2.88,2.88,2.88,3,7,13,8.090227749394888
7520,4,5,1,0,1.88,2.5,2.22,4,4,12,8.646710797851746
1912,2,3,1,0,2.0,2.0,2.0,3,7,6,8.481964112893694
872,5,5,1,0,1.99,2.5,2.3,3,0,15,8.662562443066678
314,2,5,1,0,2.0,3.99,2.83,2,4,29,8.690152125870478
6600,3,3,1,0,5.99,6.99,6.25,1,11,12,8.588180897047335
1786,4,5,1,1,2.99,2.99,2.99,3,6,9,8.711634718175883
1423,3,0,0,0,2.99,3.89,3.25,3,4,7,7.953224916936455
8396,2,6,1,0,1.5,2.99,1.81,4,10,3,8.73773252046229
11160,3,4,2,1,1.0,1.0,1.0,3,5,11,7.979108397763075
12254,1,7,2,0,3.49,3.49,3.49,3,2,19,8.64588591493843
505,4,5,1,1,3.87,3.87,3.87,2,7,7,8.637406848091107
9421,5,3,1,0,6.48,6.48,6.48,5,5,22,8.427684408711546
8208,3,6,1,0,0.99,2.99,1.03,4,8,22,8.57404098505597
11642,2,8,2,1,3.89,3.89,3.89,3,11,17,8.479182807814238
4276,4,3,1,0,5.99,5.99,5.99,3,5,11,8.316046509077676
7888,2,2,1,0,2.99,4.22,3.1,4,6,14,8.633052989928132
11660,6,7,2,1,6.98,6.98,6.98,3,11,24,8.455865477838364
4381,3,6,1,0,2.49,3.5,3.28,3,6,2,8.587199083636992
5441,2,0,0,1,4.99,4.99,4.99,0,4,3,7.867010866044196
5416,5,5,1,0,1.67,2.5,2.3,0,4,3,8.63084490908157
2851,3,0,0,0,2.0,3.69,2.43,2,3,17,8.324718603939287
4353,3,2,1,0,3.88,3.88,3.88,3,5,25,8.602221068415902
14999,3,7,2,0,1.89,3.49,2.34,5,1,9,8.622140022699757
13431,2,8,2,0,1.79,1.79,1.79,1,2,7,8.443276051300204
11366,3,4,2,1,1.0,1.0,1.0,3,7,27,8.093582182664742
4219,6,6,1,0,1.49,3.5,2.1,3,4,28,8.685383763669948
15128,6,7,2,0,1.99,3.99,2.75,5,3,6,8.50414775101367
11635,6,8,2,1,4.99,4.99,4.99,3,11,10,8.570767011885051
5462,3,3,1,0,3.99,10.99,9.88,0,4,17,8.466545374513366
15142,1,7,2,0,2.99,3.0,2.99,5,3,13,8.700601599352701
9117,4,1,1,0,2.5,3.99,3.51,5,3,13,8.075881819511979
1401,3,3,1,0,4.99,7.99,7.05,3,4,0,8.587022246219043
8707,6,1,1,0,2.77,2.99,2.84,5,0,12,7.868422425789994
839,6,5,1,0,1.99,3.5,2.9,2,11,25,8.628481868881936
4343,4,3,1,0,7.99,7.99,7.99,3,5,25,8.533761637323593
8877,1,1,1,0,3.33,3.99,3.43,5,1,23,7.95873895815123
15323,2,7,2,1,5.99,5.99,5.99,5,5,15,8.556585581692048
3293,1,5,1,0,1.66,2.5,1.94,2,9,16,8.828103756144765
4779,3,0,0,0,2.29,3.99,3.0,3,8,24,7.859933585877325
6132,2,1,1,0,2.99,4.99,4.74,1,4,2,7.879782608776476
13376,3,7,2,0,2.49,2.59,2.5,1,0,24,8.651107590928598
13939,5,8,2,1,4.29,4.29,4.29,4,0,0,8.369854130537849
14604,4,4,2,1,1.0,1.0,1.0,4,7,18,8.103096597501409
3324,5,0,0,0,3.49,3.99,3.56,2,9,30,7.69866545186725
484,4,5,1,0,2.0,2.99,2.52,2,7,7,8.63666454516486
2947,2,0,0,0,2.79,3.99,2.85,2,4,29,8.338909608476719
7359,2,2,1,0,3.99,3.99,3.99,4,3,14,8.534663689252383
12333,4,8,2,0,1.69,1.69,1.69,3,3,23,8.410387153338151
2356,4,5,1,0,1.25,2.5,1.92,3,10,5,8.69830265043346
6093,2,5,1,0,1.49,2.99,2.21,1,3,18,8.777526972557794
5168,1,5,1,0,0.99,1.99,1.89,3,11,10,8.807784693670737
8462,6,5,1,0,1.66,2.98,2.83,4,10,17,8.554906634254534
10429,1,4,2,1,1.0,1.0,1.0,2,3,3,7.941323324379956
13631,3,7,2,0,2.59,3.19,3.04,1,7,8,8.445921339025443
6956,3,0,0,1,5.59,5.59,5.59,4,0,21,8.20393444401548
6002,6,3,1,0,7.98,7.98,7.98,1,2,7,8.660591453300714
9933,3,0,0,0,2.5,3.69,3.29,5,9,5,8.283624206247508
7914,6,3,1,0,4.99,4.99,4.99,4,6,21,8.502007951657964
3418,4,6,1,0,1.47,2.79,2.74,2,10,27,8.712191462921417
12545,2,7,2,0,1.99,3.69,3.63,3,5,25,8.709726568113178
5499,1,2,1,0,2.98,2.98,2.98,0,5,0,8.514604632707243
12799,4,4,2,1,1.0,1.0,1.0,3,8,24,8.239688360144
10517,2,8,2,1,3.99,3.99,3.99,2,5,26,8.419008572165243
520,2,1,1,0,3.99,4.49,4.03,2,7,21,8.073972070126421
14883,5,8,2,0,1.67,2.49,2.46,4,11,15,8.45084287797312
14668,4,4,2,1,1.0,1.0,1.0,4,8,15,8.174350815297604
6018,3,0,0,0,2.5,2.69,2.67,1,2,21,8.144177987967606
9100,3,0,0,1,4.99,4.99,4.99,5,3,6,7.776125150466784
6636,1,6,1,0,1.66,2.5,2.44,1,11,26,8.545422701124535
11816,4,7,2,0,1.99,2.99,2.18,2,4,1,8.737047728600945
664,6,1,1,0,3.5,4.5,3.95,2,9,16,8.105713264089324
8899,3,0,0,1,5.0,5.99,5.39,5,1,23,7.809377394951095
6289,4,5,1,0,1.67,2.5,1.69,1,6,11,8.71522464794541
3847,3,0,0,0,1.88,3.49,2.78,3,2,26,7.873811865848953
9257,2,6,1,0,1.69,3.49,1.73,5,4,11,8.6659700138191
4798,6,3,1,0,5.99,7.99,7.81,3,8,24,8.552555385222284
3988,1,5,1,0,1.69,2.99,1.94,3,3,23,8.641034782952145
12393,1,8,2,0,1.0,1.0,1.0,3,0,8,8.33409599049611
15405,5,8,2,1,2.99,3.0,3.0,5,6,20,8.590219257816331
3402,1,5,1,0,1.25,3.0,2.76,2,10,27,8.732463591648276
1717,6,2,1,0,1.99,4.99,2.11,3,5,25,8.453333449303503
2375,2,2,1,0,3.5,3.99,3.95,3,10,5,8.165561411503697
1840,5,1,1,0,2.99,2.99,2.99,3,6,23,8.140004764827438
1199,1,2,1,0,2.99,3.33,3.31,3,2,19,8.409056580209802
3576,2,1,1,0,3.49,3.99,3.74,3,0,29,8.030888912433575
7541,4,0,0,1,4.99,4.99,4.99,4,4,12,7.6672584539336475
12756,4,8,2,1,2.99,2.99,2.99,3,8,10,8.375370457539919
3814,5,0,0,0,2.49,3.79,3.14,3,2,19,7.977327224245375
7620,4,5,1,0,1.99,3.99,2.5,4,5,2,8.622616045446614
11962,6,4,2,1,1.0,1.0,1.0,2,7,21,8.221067927067642
1095,5,0,0,0,1.99,4.79,2.45,3,2,5,8.028265702348303
14473,4,8,2,0,1.99,2.29,1.99,4,6,14,8.481701393673374
500,4,2,1,0,2.99,3.99,3.27,2,7,7,8.458210906929548
2302,4,6,1,0,1.37,3.0,2.12,3,9,22,8.719516295140838
297,6,3,1,0,5.99,7.99,7.08,2,4,15,8.534028188313052
12151,4,8,2,0,1.0,1.0,1.0,3,1,5,8.551806509580267
7710,1,1,1,0,3.33,3.33,3.33,4,5,16,8.159842406993338
14318,4,8,2,1,3.49,3.49,3.49,4,4,19,8.530965062197163
15574,5,7,2,1,4.97,4.97,4.97,5,8,14,8.462674674037782
11971,3,8,2,1,2.99,2.99,2.99,2,8,4,8.540383143843881
13818,1,7,2,1,5.98,6.49,6.18,1,11,26,8.512769763624664
7372,4,5,1,0,1.5,2.99,2.24,4,3,7,8.73426399025752
4174,2,1,1,0,2.5,4.49,3.7,3,4,21,7.717785457400093
1531,3,5,1,0,1.88,2.49,2.49,3,4,21,8.72373054209429
2446,6,6,1,0,1.67,3.0,2.16,3,10,19,8.695050351689215
14115,3,4,2,1,1.0,1.0,1.0,4,2,17,8.240815363537353
13525,2,8,2,1,3.32,4.69,3.65,1,4,16,8.492521912564975
11868,2,7,2,0,3.0,4.68,4.25,2,5,26,8.539792444221343
10621,4,4,2,1,1.0,1.0,1.0,2,8,4,8.35746896038097
14630,1,8,2,0,0.99,3.29,1.23,4,8,8,8.35949488910525
7826,6,0,0,0,2.49,2.5,2.5,4,6,7,8.06951575041447
4084,3,6,1,0,1.99,3.0,2.54,3,4,7,8.802687448014785
12170,5,8,2,0,1.0,1.0,1.0,3,1,12,8.630618344078943
14010,2,7,2,0,1.99,3.0,2.79,4,0,28,8.567543755599857
9904,4,5,1,0,1.33,3.0,2.2,5,8,28,8.565306938603733
89,2,0,0,1,4.49,4.49,4.49,2,1,6,7.952026680461239
14691,2,8,2,0,4.99,4.99,4.99,4,8,29,8.388521454157047
7910,4,1,1,0,2.99,2.99,2.99,4,6,21,7.412537017276496
14042,1,8,2,0,1.0,1.0,1.0,4,1,11,8.193003354714536
2645,3,5,1,0,1.5,2.99,2.97,2,0,9,8.84027102337154
15181,0,7,2,0,3.79,3.79,0.0,5,3,27,8.724732105368684
8486,2,0,0,0,2.5,3.0,2.79,4,10,24,8.176049672414553
8540,1,6,1,0,1.5,2.0,1.56,4,11,1,8.601367676098954
10207,4,5,1,0,1.25,2.5,1.72,5,11,0,8.5201402515722
11431,3,7,2,0,2.49,2.49,2.5,3,8,24,8.666844731401612
15582,1,7,2,0,1.79,3.29,2.76,5,8,21,8.582517250006088
5668,4,0,0,0,2.29,2.5,2.44,0,8,6,7.820249581618546
480,6,0,0,0,3.29,3.99,3.47,2,7,7,8.01826068686185
4814,1,0,0,0,3.0,3.0,3.0,3,9,1,7.612179067616766
13338,4,8,2,1,2.5,4.99,4.67,0,11,27,8.575878158030925
10535,4,7,2,0,1.99,2.88,2.55,2,6,10,8.671888751570954
10995,3,4,2,1,1.0,1.0,1.0,3,3,23,7.910306571628649
9085,4,3,1,0,4.99,4.99,4.99,5,3,6,8.383193351632146
8350,6,0,0,0,2.49,3.99,3.84,4,9,27,8.292744449145305
7738,1,0,0,0,1.5,3.0,1.93,4,6,0,8.071809441141975
3766,4,5,1,1,3.99,3.99,3.99,3,2,5,8.523647019183615
1174,4,0,0,0,1.89,3.5,3.06,3,2,19,7.827916362584479
7989,6,6,1,0,1.49,3.5,1.99,4,7,4,8.51141008441377
1332,2,6,1,0,1.99,3.0,2.69,3,3,16,8.67775166568681
6205,6,6,1,0,1.79,3.0,2.59,1,4,30,8.681198056930064
13108,3,8,2,0,1.25,1.67,1.47,0,4,17,8.25986532720295
11947,3,7,2,0,2.49,3.99,3.62,2,7,21,8.55022972217589
13534,3,4,2,1,1.0,1.0,1.0,1,4,16,8.161339742313755
1473,4,3,1,0,7.49,7.49,7.49,3,0,8,8.439938604268079
7934,4,6,1,1,3.99,3.99,3.99,4,6,21,8.771785421189982
7480,1,1,1,0,2.49,2.49,2.5,4,4,5,7.72136025745036
6045,2,2,1,0,3.99,4.39,4.32,1,2,21,8.626607145158884
14232,2,4,2,1,0.92,1.0,0.97,4,3,7,8.127107189686026
2641,3,0,0,0,1.9,1.9,1.9,2,0,9,8.210019024911825
7227,4,0,0,0,1.99,3.5,2.18,4,2,24,7.9927954289538246
5642,6,5,1,0,2.0,2.5,2.48,0,7,23,8.60606422579259
9446,2,5,1,0,1.99,4.99,2.81,5,5,29,8.73123484296188
7511,1,0,0,0,1.99,2.5,2.35,4,4,12,7.630308899521957
3079,3,6,1,0,2.29,2.29,2.29,2,6,10,8.723057303311245
1875,2,1,1,0,3.99,3.99,3.99,3,6,30,8.147148573066472
13886,1,8,2,0,1.66,1.66,1.66,0,10,15,8.583046289868719
12429,6,8,2,1,4.29,4.29,4.29,3,4,14,8.208650121523403
14301,6,8,2,1,2.99,4.49,4.35,4,4,12,8.474945723052745
4543,3,5,1,0,2.0,2.5,2.18,3,7,6,8.755551592507446
3101,4,1,1,0,4.49,4.49,4.49,2,6,24,7.728288792906636
15211,3,8,2,1,3.29,3.29,3.29,5,4,4,8.377545897765636
15025,5,8,2,0,1.49,1.67,1.62,5,2,2,8.583357774184531
12657,6,8,2,1,2.79,5.49,4.1,3,7,6,8.522175844344735
6827,2,0,0,0,2.99,2.99,2.99,4,0,0,8.149719381247744
3910,5,0,0,1,4.79,5.49,5.29,3,3,2,8.123152064954862
11385,3,4,2,1,1.0,1.0,1.0,3,8,3,8.268766817666119
14957,3,8,2,1,3.29,3.99,3.32,5,0,19,8.557563944774499
6272,5,6,1,0,1.99,2.5,2.39,1,5,27,8.675883298778698
14018,4,8,2,1,3.49,5.29,4.2,4,0,28,8.477358099490894
3032,6,1,1,0,4.49,4.5,4.5,2,5,26,8.158129941985255
15626,3,7,2,0,1.99,1.99,1.99,5,9,5,8.642583488878987
12542,5,8,2,0,1.25,1.25,1.25,3,5,25,8.493327875205024
3779,2,5,1,0,1.67,3.0,1.69,3,2,12,8.698871530672891
12558,4,4,2,1,1.0,1.0,1.0,3,5,25,8.155349901102113
5607,2,5,1,0,1.5,2.99,2.45,0,7,9,8.609045574990715
14684,6,8,2,1,3.5,4.99,3.53,4,8,22,8.530427086146341
14723,3,8,2,1,4.29,4.29,4.29,4,9,6,8.495069793024054
9182,2,1,1,0,2.99,3.99,3.29,5,3,27,7.973936318467918
6752,3,0,0,0,1.99,3.5,3.24,0,10,15,8.031648906337502
13999,2,7,2,1,6.99,6.99,6.99,4,0,21,8.393665372964914
5995,2,1,1,0,2.99,4.99,3.28,1,2,7,8.146064335692486
6686,5,0,0,0,3.0,3.0,3.0,0,10,29,7.9997795446421724
13470,1,8,2,1,3.79,3.99,3.8,1,3,4,8.538272314015185
777,2,6,1,0,1.99,3.0,2.93,2,10,27,8.667388051467343
14088,1,8,2,1,3.0,3.79,3.55,4,2,3,8.509833391238567
4371,1,1,1,0,2.99,3.99,3.35,3,6,2,7.873948285157795
11967,5,7,2,0,3.0,3.0,3.0,2,8,4,8.641798708873651
15504,3,7,2,0,1.69,1.69,1.69,5,7,24,8.788794601015608
13334,5,7,2,0,2.99,3.29,3.08,0,11,27,8.769448177708703
5997,4,1,1,0,2.49,3.99,3.87,1,2,7,8.236272567044018
9445,1,5,1,0,1.88,2.5,2.46,5,5,29,8.683866690347646
5704,3,5,1,0,1.67,1.67,1.67,0,8,20,8.703712719478077
12388,4,7,2,1,5.79,5.99,5.92,3,4,7,8.341841011036841
14221,2,7,2,0,2.5,3.69,2.52,4,3,7,8.646940681791598
4321,3,2,1,0,2.99,2.99,2.99,3,5,18,8.74695808757145
8839,3,5,1,0,1.99,2.5,2.21,5,1,9,8.807463116604872
5358,3,1,1,0,3.99,3.99,3.99,0,3,5,7.704190840173793
1899,4,0,0,0,1.99,3.0,2.97,3,7,6,7.88232468667587
6303,5,6,1,0,1.67,2.5,1.82,1,6,11,8.699779307428065
6257,5,5,1,0,2.0,3.0,2.91,1,5,27,8.718674581303612
11256,3,7,2,0,2.5,2.5,2.5,3,6,23,8.579844430378387
15683,0,8,2,1,3.79,3.79,0.0,5,9,26,8.395208811566057
5611,6,5,1,0,2.49,2.49,2.5,0,7,9,8.586478901448066
9166,6,0,0,1,4.99,4.99,4.99,5,3,20,8.298534798027477
11479,1,8,2,0,1.0,1.7,1.02,3,9,15,8.448696403288032
3839,2,2,1,0,3.99,4.99,4.92,3,2,19,8.655605324765194
5591,5,6,1,0,1.67,3.29,2.3,0,6,26,8.640252867184735
1994,4,2,1,0,2.77,3.99,3.44,3,7,20,8.712869647689354
2299,1,6,1,0,1.5,2.5,1.66,3,9,22,8.672195208679197
5513,6,5,1,0,1.67,2.88,2.62,0,5,28,8.66487816364795
13439,1,8,2,1,2.5,2.5,2.5,1,2,7,8.533409895197874
14791,4,7,2,0,2.89,2.99,2.99,4,10,3,8.575529765795809
4940,3,6,1,0,1.67,3.0,2.67,3,9,22,8.578290397587836
7986,3,6,1,0,1.25,2.5,1.51,4,7,4,8.627081170507147
3352,3,5,1,1,3.99,3.99,3.99,2,9,30,8.607132688388926
11657,4,8,2,1,2.99,3.19,3.06,3,11,24,8.51320611188938
10550,3,7,2,0,2.89,3.79,3.09,2,6,24,8.639309750918203
5035,1,1,1,0,2.99,3.99,3.6,3,10,12,8.116890092104176
1243,2,0,0,0,1.89,3.69,3.66,3,3,2,7.995979044288166
14782,6,8,2,1,2.99,3.99,3.44,4,9,27,8.561074568754732
928,4,0,0,0,2.99,3.99,3.18,3,0,29,7.950341104136352
15261,3,8,2,0,0.99,0.99,0.99,5,5,1,8.273664333922358
10410,2,7,2,1,6.99,6.99,6.99,2,2,20,8.280617262715584
12461,0,7,2,0,3.79,3.79,0.0,3,4,28,8.568824365770977
1461,5,0,0,0,3.0,3.0,3.0,3,0,8,8.06570264804909
2077,1,1,1,0,2.99,5.99,5.92,3,8,10,7.98544898546231
2657,1,6,1,0,1.66,2.5,2.03,2,0,9,8.52139673644244
15463,1,8,2,1,2.99,3.99,3.44,5,7,3,8.549303839103278
12826,2,7,2,0,2.99,2.99,2.99,3,9,8,8.701527913527139
14588,2,7,2,0,3.59,3.99,3.62,4,7,18,8.591405281697714
8593,1,0,0,0,1.88,3.5,2.95,4,11,15,8.147993254467387
307,1,0,0,0,2.77,2.77,2.77,2,4,29,8.248589771349193
11043,3,7,2,0,2.5,3.0,2.61,3,0,8,8.528218182678518
6153,5,0,0,0,1.79,3.91,3.3,1,4,16,8.051092680385105
4797,4,3,1,0,4.99,4.99,4.99,3,8,24,8.440185262939059
29,1,0,0,0,2.48,2.48,2.48,2,0,23,8.228837331467702
14628,4,4,2,1,1.0,1.0,1.0,4,7,25,8.054380028287705
5033,5,5,1,0,1.67,3.0,2.97,3,10,12,8.80437078551043
11157,4,7,2,1,3.99,5.49,4.78,3,5,11,8.672836024517174
11259,6,7,2,0,1.99,3.29,3.26,3,6,23,8.566286731996971
3361,4,0,0,0,3.5,3.99,3.91,2,10,13,8.017822600016515
7906,6,5,1,0,1.77,2.99,2.91,4,6,21,8.666890437439612
15606,3,7,2,0,1.79,1.99,1.82,5,8,28,8.567699872010449
9682,1,0,0,0,1.67,3.5,2.07,5,7,17,8.264338187872076
5,2,5,1,0,1.5,3.0,2.23,2,0,9,8.573689300457074
7726,4,2,1,0,2.99,2.99,2.99,4,5,16,8.719021237767716
10557,5,8,2,1,2.99,3.5,3.4,2,6,24,8.390224688659384
8828,3,6,1,1,3.99,3.99,3.99,5,1,2,8.644779908266297
11031,4,7,2,1,5.79,5.99,5.9,3,4,7,8.525331499333895
2459,3,0,0,0,1.99,3.99,2.62,3,10,26,8.142598204838432
11976,2,4,2,1,1.0,1.49,1.34,2,8,4,8.319150131000185
15354,5,7,2,0,2.49,4.29,3.82,5,5,29,8.594045428682817
3681,4,3,1,0,7.99,8.99,8.5,3,1,19,8.597545105180469
11477,2,4,2,1,1.0,1.0,1.0,3,9,8,7.957964746377533
5322,4,1,1,0,2.99,4.99,3.67,0,2,22,7.953594386017446
7821,1,0,0,0,1.77,3.49,3.12,4,6,7,8.049482107784465
12064,1,7,2,0,2.75,2.99,2.87,2,10,27,8.626565404853652
13764,6,8,2,1,3.49,3.49,3.49,1,10,14,8.431124955345258
66,5,0,0,0,2.79,3.0,2.95,2,1,6,8.106013088675692
10101,1,6,1,1,3.49,3.49,3.49,5,10,2,8.562582007867082
